id,sqm,houses,pop,geometry
43,7398.895233524032,14,70,"MultiPolygon (((884728.91134677827358246 1434447.23123847134411335, 884737.95920956891495734 1434436.68691734177991748, 884747.42188513139262795 1434439.66695326194167137, 884756.13938714715186507 1434446.7817931508179754, 884766.73456819821149111 1434449.00735034188255668, 884773.56217576004564762 1434456.50301629956811666, 884779.62019561335910112 1434459.11656770692206919, 884782.62326864805072546 1434450.84287126269191504, 884790.16045105550438166 1434441.0540687704924494, 884795.43363331549335271 1434433.1499328191857785, 884794.6599816846428439 1434426.76499503082595766, 884785.94553456536959857 1434420.77725955564528704, 884787.80288026120979339 1434408.37387081375345588, 884776.44827637274283916 1434405.02323708613403141, 884764.33425521361641586 1434400.54753787699155509, 884754.49542576994281262 1434398.31992923747748137, 884750.68512256757821888 1434387.81041894597001374, 884754.81358727032784373 1434376.15228516515344381, 884743.10622405319008976 1434382.19531848607584834, 884733.28366843180265278 1434385.97900090157054365, 884728.79839714348781854 1434405.52797108609229326, 884715.21743725007399917 1434417.96311961370520294, 884712.98905550863128155 1434432.99747143220156431, 884710.0063487229635939 1434448.7852771207690239, 884707.77898954227566719 1434464.19532370497472584, 884693.41319159837439656 1434466.11278117448091507, 884676.41845102072693408 1434474.80010292096994817, 884676.07997535320464522 1434489.45361032709479332, 884685.17973502760287374 1434498.07022103248164058, 884701.0938720511039719 1434509.29831908456981182, 884723.02937837690114975 1434509.61460189009085298, 884744.94148030935321003 1434501.28969466313719749, 884756.2441757929045707 1434485.47938095685094595, 884766.03415550396312028 1434469.67316142120398581, 884757.30139937717467546 1434456.92275221203453839, 884742.93254635622724891 1434457.71307825460098684, 884728.91134677827358246 1434447.23123847134411335)))"
44,2968.02167516388,5,25,"MultiPolygon (((884800.34897486341651529 1434432.76092019258067012, 884794.33671807555947453 1434447.05408600717782974, 884788.32039751170668751 1434459.84442943567410111, 884778.90045112301595509 1434472.64398512430489063, 884770.61505358805879951 1434485.44046789477579296, 884764.9647196278674528 1434493.72132722311653197, 884760.44079161458648741 1434498.99347829562611878, 884764.6343532323371619 1434511.38045850093476474, 884769.19795496168080717 1434520.76077737589366734, 884780.54235780925955623 1434520.3543542108964175, 884791.48823769297450781 1434512.43487266637384892, 884803.54425622581038624 1434495.49541653366759419, 884814.10179694928228855 1434483.81991620594635606, 884823.14966969168744981 1434473.27562378020957112, 884829.17819832183886319 1434464.99374656705185771, 884829.14566348609514534 1434452.97119552223011851, 884819.2885488816536963 1434443.98088955925777555, 884810.95025673683267087 1434437.2407188902143389, 884800.34897486341651529 1434432.76092019258067012)))"
46,1264.6164284544066,2,10,"MultiPolygon (((883437.29575917741749436 1433740.79528919141739607, 883423.94235573301557451 1433747.79063448589295149, 883410.58116358751431108 1433751.93922398099675775, 883401.3625278128311038 1433757.34171247435733676, 883385.45074348535854369 1433760.2320565078407526, 883377.51174105051904917 1433767.84520844649523497, 883375.3141813816037029 1433779.23834471520967782, 883388.36822969804052263 1433779.20260082487948239, 883399.49201204802375287 1433771.89704261510632932, 883403.96334726444911212 1433776.94574279058724642, 883413.82742014992982149 1433774.70457822969183326, 883422.72593011800199747 1433768.67035286943428218, 883430.98939090210478753 1433763.27048469870351255, 883437.66003035847097635 1433757.55866797128692269, 883443.0510460021905601 1433749.63619088660925627, 883448.76911102526355535 1433744.87590840575285256, 883445.57134545419830829 1433739.82371484348550439, 883437.29575917741749436 1433740.79528919141739607)))"
47,9160.439177375752,18,90,"MultiPolygon (((883095.02014536608476192 1434319.94301325245760381, 883090.9036935669137165 1434328.17825163924135268, 883082.0262007339624688 1434341.8037514362949878, 883067.74221079214476049 1434357.65823617042042315, 883057.919129692716524 1434374.76568365981802344, 883051.25906998501159251 1434384.27312453230842948, 883044.27106547437142581 1434390.30211484362371266, 883042.06669238395988941 1434399.1647016853094101, 883036.67671160714235157 1434407.40343214990571141, 883043.38717663288116455 1434416.24151750304736197, 883033.54325848305597901 1434425.75770263304002583, 883031.34236751042772084 1434435.88549104728735983, 883022.44144592084921896 1434440.9708236635196954, 883018.65384154673665762 1434453.00079617626033723, 883015.18114855326712132 1434463.76468377211131155, 883023.47658878529909998 1434470.06796448584645987, 883033.98334593116305768 1434470.03908688807860017, 883042.27182779158465564 1434473.81195668550208211, 883049.59645652095787227 1434474.42443604674190283, 883062.00310166354756802 1434470.59469597227871418, 883072.79348342632874846 1434457.91288526519201696, 883078.50445655849762261 1434450.62219978915527463, 883081.6561728660017252 1434438.91028527193702757, 883088.63635323964990675 1434430.03459025057964027, 883089.24706116179004312 1434420.54378205700777471, 883093.04337689175736159 1434411.67683039861731231, 883103.83378405519761145 1434398.99501328123733401, 883107.30650589987635612 1434388.23112024227157235, 883113.64992637326940894 1434379.35716943349689245, 883120.94590560905635357 1434369.53168814512901008, 883119.01213042251765728 1434360.99676970345899463, 883125.04325019393581897 1434354.33780734241008759, 883137.13241677440237254 1434350.82526047993451357, 883130.74990513408556581 1434345.46560170245356858, 883139.6213325965218246 1434329.62599678593687713, 883142.14672348299063742 1434321.7114376702811569, 883135.75465614721179008 1434312.87244395539164543, 883120.77132854238152504 1434305.9548695171251893, 883108.34378386603202671 1434302.19333258783444762, 883095.26382447720970958 1434292.74009509314782917, 883085.41552034497726709 1434300.67477602232247591, 883092.12685705116018653 1434309.82919457810930908, 883095.02014536608476192 1434319.94301325245760381)))"
48,467.3343790303916,0,0,"MultiPolygon (((883127.44270681287162006 1434300.5593629612121731, 883135.08922332595102489 1434302.43620022712275386, 883136.66987292235717177 1434298.3198926963377744, 883141.11080290214158595 1434292.29790076054632664, 883138.53070260374806821 1434280.28538165846839547, 883129.9264134403783828 1434277.46225572261027992, 883117.51883769128471613 1434280.97568229772150517, 883115.95208553457632661 1434290.15283958381041884, 883118.20164498593658209 1434297.73798951250500977, 883127.44270681287162006 1434300.5593629612121731)))"
49,1312.573291869834,2,10,"MultiPolygon (((883172.29718048288486898 1434286.51880093850195408, 883160.86126482498366386 1434296.03934709634631872, 883152.61009942612145096 1434305.86745753022842109, 883155.18411712057422847 1434315.66585074970498681, 883164.13022575748618692 1434327.0282757468521595, 883175.91750900528859347 1434329.52636261424049735, 883189.24725062842480838 1434313.99083397421054542, 883194.63466870482079685 1434304.80320193711668253, 883194.59908241010271013 1434291.83478705608285964, 883191.39176953071728349 1434283.30334605276584625, 883172.29718048288486898 1434286.51880093850195408)))"
50,1606.0935099925846,3,15,"MultiPolygon (((884676.36563579726498574 1433344.56613035732880235, 884675.05525000719353557 1433330.96831184788607061, 884667.07315052195917815 1433322.76583252102136612, 884654.98446594888810068 1433326.59428517241030931, 884647.35928791016340256 1433332.62483387719839811, 884639.08105409832205623 1433332.64724498521536589, 884626.66199013532605022 1433332.04824750032275915, 884618.40431191981770098 1433339.66206814721226692, 884620.34293795109260827 1433350.09507561335340142, 884622.91235470469109714 1433358.3121975299436599, 884629.93156976846512407 1433363.67047328758053482, 884639.47309478826355189 1433359.84891130076721311, 884646.1276725095231086 1433348.12739841546863317, 884654.09435970953200012 1433350.63631766918115318, 884656.66205719253048301 1433358.22082397830672562, 884660.50760840647853911 1433367.38342301407828927, 884669.09737901401240379 1433364.82968707079999149, 884674.16770122898742557 1433355.9592652041465044, 884676.36563579726498574 1433344.56613035732880235)))"
51,865.0096787177026,1,5,"MultiPolygon (((884763.51476628961972892 1433310.80140567640773952, 884756.84389761218335479 1433316.51304301479831338, 884752.72787888825405389 1433325.06456847302615643, 884754.65877204400021583 1433332.65080548659898341, 884767.72744736901950091 1433337.99274440133012831, 884779.5062943835509941 1433337.32827073615044355, 884782.02778325986582786 1433327.83212999161332846, 884787.73577506246510893 1433319.27630420983769, 884796.63796758279204369 1433314.50757255032658577, 884796.93754766299389303 1433307.54792288481257856, 884779.42760672839358449 1433308.22788741206750274, 884763.51476628961972892 1433310.80140567640773952)))"
54,137.3109316341579,0,0,"MultiPolygon (((884200.67060536227654666 1432540.37142653204500675, 884193.97606450587045401 1432544.9848767495714128, 884191.67827374010812491 1432550.50544221210293472, 884189.84553228516597301 1432556.94379840441979468, 884189.39046675257850438 1432559.70219643949531019, 884193.09151336434297264 1432559.921909483615309, 884198.16150148981250823 1432553.24499985598959029, 884201.84819945821072906 1432548.1801910069771111, 884203.45590527798049152 1432544.04008126631379128, 884203.90847658074926585 1432540.3626348739489913, 884200.67060536227654666 1432540.37142653204500675)))"
57,2736.992328265682,5,25,"MultiPolygon (((884726.89912474201992154 1434050.42488547973334789, 884722.92743757390417159 1434039.98868098785169423, 884711.08838611317332834 1434036.75606113625690341, 884703.86588369694072753 1434039.3873580195941031, 884696.66283194720745087 1434049.20088716386817396, 884692.74948887096252292 1434060.31137580168433487, 884694.08163876470644027 1434066.83711430802941322, 884690.1665301927132532 1434077.29466930055059493, 884686.24965541053097695 1434087.09929287247359753, 884688.89627242414280772 1434093.62146704830229282, 884696.81666804605629295 1434106.00576361618004739, 884704.71230485441628844 1434109.24905081163160503, 884707.34830912854522467 1434111.85364798596128821, 884698.15765812422614545 1434115.79614037647843361, 884687.64193233009427786 1434115.82462065434083343, 884683.7179886766243726 1434123.01752049056813121, 884688.32922871096525341 1434126.92263300996273756, 884696.87855867086909711 1434128.85827901377342641, 884703.45972627447918057 1434132.10512372618541121, 884713.30230234388727695 1434126.20206736354157329, 884717.87464316270779818 1434115.7427468600217253, 884723.10775520943570882 1434106.5875033272895962, 884727.6624231570167467 1434089.59888642467558384, 884725.65359981078654528 1434075.89270562957972288, 884725.63415425445418805 1434068.71047958033159375, 884722.98577427887357771 1434061.5353700581472367, 884726.89912474201992154 1434050.42488547973334789)))"
58,1579.0194452255964,3,15,"MultiPolygon (((884718.8584165689535439 1434139.24569284007884562, 884715.44321920583024621 1434152.28096072794869542, 884718.92896097851917148 1434165.2975377154070884, 884721.71532547450624406 1434174.88810710096731782, 884731.39148445741739124 1434180.34654236002825201, 884736.91223148291464895 1434180.33159454842098057, 884748.61969063873402774 1434171.38736520567908883, 884745.14880672213621438 1434163.85538619919680059, 884745.13024647138081491 1434156.99963935697451234, 884754.08847382618114352 1434152.17632970120757818, 884758.1937766462797299 1434139.13919833884574473, 884751.94395755499135703 1434124.75893325172364712, 884737.45754638186190277 1434126.85489111905917525, 884718.8584165689535439 1434139.24569284007884562)))"
59,698.169991474133,1,5,"MultiPolygon (((884747.72481687227264047 1434188.67915463424287736, 884736.11975678824819624 1434191.33243853482417762, 884739.31368385767564178 1434201.28687339765019715, 884747.77734302694443613 1434208.08080320945009589, 884741.47041590674780309 1434218.06095716287381947, 884735.16065226588398218 1434226.99237301852554083, 884737.82107390428427607 1434234.85075468383729458, 884747.30488466762471944 1434228.53260912513360381, 884755.74582427158020437 1434226.93663988052867353, 884761.5405422504991293 1434222.72597377188503742, 884761.51924995169974864 1434214.86044459673576057, 884755.13566521578468382 1434196.52468380541540682, 884747.72481687227264047 1434188.67915463424287736)))"
63,804.7586727011949,1,5,"MultiPolygon (((884775.53064118407201022 1434274.66275887936353683, 884777.40851569781079888 1434266.47813237737864256, 884777.40851569781079888 1434266.47813237737864256, 884773.59315685438923538 1434260.82569821365177631, 884768.50260382448323071 1434252.03073589084669948, 884757.09739793522749096 1434250.17402310227043927, 884758.98208398430142552 1434244.50615669903345406, 884764.02665190096013248 1434236.3129510551225394, 884758.95312751771416515 1434233.80990076530724764, 884749.46326413878705353 1434237.61076947581022978, 884740.61185188393574208 1434243.29749988112598658, 884738.73227902315557003 1434250.85294176824390888, 884745.71433671936392784 1434256.49680079333484173, 884752.04601939918939024 1434255.85046219918876886, 884754.57937385956756771 1434255.84360354603268206, 884757.75969389965757728 1434260.86856042291037738, 884757.14338929997757077 1434267.16218669549562037, 884759.07065868598874658 1434277.22409955295734107, 884764.79114294482860714 1434284.75895924819633365, 884767.30746284953784198 1434278.46019223146140575, 884775.53064118407201022 1434274.66275887936353683)))"
64,2466.112967932597,4,20,"MultiPolygon (((884133.91103523853234947 1434026.29793843626976013, 884117.46294961497187614 1434033.26390472496859729, 884097.84815368300769478 1434040.23849692102521658, 884086.4736730147851631 1434049.70746440393850207, 884070.01018384005874395 1434051.01068812422454357, 884065.60419536347035319 1434061.08988665882498026, 884063.09138384740799665 1434068.64712873566895723, 884065.01025785482488573 1434075.56310231052339077, 884073.25741616543382406 1434080.57424446498043835, 884084.0105336606502533 1434075.51136922044679523, 884091.59351484442595392 1434069.19872677139937878, 884101.72185795637778938 1434067.28355564479716122, 884109.98100086732301861 1434076.69907119171693921, 884118.83580758154857904 1434072.27057181438431144, 884132.11716464639175683 1434065.31322818621993065, 884135.89153692580293864 1434055.86495823413133621, 884146.64295446791220456 1434050.17290223529562354, 884146.62241016153711826 1434042.6225569793023169, 884145.97023503237869591 1434035.7031292961910367, 884145.97023503237869591 1434035.7031292961910367, 884133.91103523853234947 1434026.29793843626976013)))"
65,4286.676431627944,8,40,"MultiPolygon (((884105.14001555496361107 1433926.96245216601528227, 884089.9722833854611963 1433938.95857063145376742, 884092.54162700474262238 1433952.16481200326234102, 884088.14075856178533286 1433964.13161962130106986, 884077.40302716265432537 1433974.85727314557880163, 884073.01244397333357483 1433990.59925533132627606, 884083.16821183287538588 1433998.75121965864673257, 884096.46842830872628838 1433998.71501420717686415, 884100.23937560943886638 1433988.00833353772759438, 884109.09762609004974365 1433984.83821803354658186, 884116.67891591100487858 1433977.89637278136797249, 884126.81584260368254036 1433979.12718880805186927, 884136.32798489497508854 1433983.50571246212348342, 884150.235870111733675 1433974.02985478029586375, 884159.04277539881877601 1433951.98384982906281948, 884165.33856300660409033 1433938.12428934359923005, 884160.86749677977059036 1433924.2940133991651237, 884164.62477635568939149 1433908.55374377919360995, 884160.81443787005264312 1433904.78889600466936827, 884151.95959088392555714 1433909.21739895083010197, 884145.67064921872224659 1433925.59375958517193794, 884136.81409604928921908 1433929.39306712336838245, 884125.42074180871713907 1433931.94087570020928979, 884115.28380397404544055 1433930.71005725348368287, 884105.14001555496361107 1433926.96245216601528227)))"
66,2776.867819950916,5,25,"MultiPolygon (((884461.87630478001665324 1433861.50239327736198902, 884450.51833424484357238 1433855.89896437525749207, 884440.58456647128332406 1433852.63927532802335918, 884433.46353483526036143 1433840.92058470426127315, 884428.7068346826126799 1433829.66499616135843098, 884419.72720286750700325 1433829.68936530454084277, 884411.70681288454215974 1433834.87586114695295691, 884398.97049943986348808 1433843.83132433891296387, 884391.43929593171924353 1433855.12026247521862388, 884393.3526859967969358 1433863.56643707188777626, 884400.00238928326871246 1433875.75591550092212856, 884408.54380980832502246 1433888.40977634652517736, 884419.43426494242157787 1433895.89253858802840114, 884427.92088365613017231 1433888.35718432581052184, 884434.98457392817363143 1433878.94761140597984195, 884442.07120033563114703 1433877.98934048553928733, 884450.59222337685059756 1433883.13094108877703547, 884460.51451853045728058 1433882.16497919312678277, 884465.22280097403563559 1433875.57892285194247961, 884467.09541470604017377 1433869.00055909482762218, 884461.87630478001665324 1433861.50239327736198902)))"
67,809.1675588786602,1,5,"MultiPolygon (((883033.13073849130887538 1433067.370348593685776, 883029.66665621264837682 1433061.10195774142630398, 883034.24210243672132492 1433053.67006748681887984, 883038.24307442363351583 1433046.23975303024053574, 883034.19981727201957256 1433038.26079313480295241, 883025.00820031063631177 1433038.28601697995327413, 883010.11881549027748406 1433055.4484267346560955, 883004.40852077421732247 1433068.01989646186120808, 883009.02939033193979412 1433077.13869855343364179, 883023.40067720110528171 1433080.52356085903011262, 883022.80270689981989563 1433071.96443525329232216, 883033.13073849130887538 1433067.370348593685776)))"
68,1034.7337374221534,2,10,"MultiPolygon (((883053.96062544325832278 1433121.53135317983105779, 883035.59778923832345754 1433129.00106534594669938, 883025.86617733398452401 1433141.58354734885506332, 883023.01573400176130235 1433149.58140694396570325, 883030.5136639354750514 1433160.40444584167562425, 883041.42084656329825521 1433157.52092849952168763, 883057.48107460886240005 1433148.34539010655134916, 883066.61473108781501651 1433127.20380420237779617, 883063.15065782645251602 1433120.93542054295539856, 883053.96062544325832278 1433121.53135317983105779)))"
77,1028.2365323309787,2,10,"MultiPolygon (((882655.50368010904639959 1432531.93580714939162135, 882652.75995607243385166 1432539.08110415423288941, 882644.47288737143389881 1432540.20202243141829967, 882634.53082284424453974 1432542.42561179539188743, 882627.34607798582874238 1432542.44538494758307934, 882619.06807724083773792 1432546.86062791617587209, 882622.41282543051056564 1432557.28351155715063214, 882624.64769403310492635 1432566.06227600830607116, 882625.21850042790174484 1432572.64939043112099171, 882631.30242895160336047 1432574.2798170899040997, 882642.34378653333988041 1432569.85697415424510837, 882650.61271936295088381 1432562.14741983497515321, 882657.22968064376618713 1432556.63864050875417888, 882659.95829705079086125 1432544.00281470129266381, 882663.25167326512746513 1432535.75789185427129269, 882655.50368010904639959 1432531.93580714939162135)))"
81,592.1678616446443,1,5,"MultiPolygon (((882605.14917598641477525 1432945.69183491659350693, 882597.24807455239351839 1432952.97755701187998056, 882590.57227622671052814 1432962.68122503557242453, 882589.97963312629144639 1432968.73615727061405778, 882592.43690239603165537 1432975.99334794376045465, 882603.41791800130158663 1432980.80574275064282119, 882612.53931254718918353 1432974.12199531798250973, 882614.3355875852284953 1432962.61578046251088381, 882613.7012682999484241 1432953.53757639182731509, 882605.14917598641477525 1432945.69183491659350693)))"
82,1653.6778868604451,3,15,"MultiPolygon (((882585.15346132509876043 1432986.30401561921462417, 882568.11430957017000765 1432994.22023919504135847, 882557.7792984084226191 1433002.72332682530395687, 882559.65060595027171075 1433018.45673595834523439, 882568.81534505041781813 1433027.51142480061389506, 882582.83458777284249663 1433029.28879148862324655, 882596.21283580921590328 1433019.56667432771064341, 882601.66332608251832426 1433007.44507619482465088, 882611.98667437618132681 1432994.70472662150859833, 882611.97167143877595663 1432989.25680168718099594, 882594.88416766317095608 1432979.6185864107683301, 882585.15346132509876043 1432986.30401561921462417)))"
97,1891.9607614660636,3,15,"MultiPolygon (((882584.39725446701049805 1433034.02857489488087595, 882567.86035052267834544 1433033.16156287514604628, 882560.53184689790941775 1433040.48230269132182002, 882562.42934451170731336 1433062.37871380243450403, 882560.62739271821919829 1433075.15962976519949734, 882561.57865634118206799 1433087.02038847049698234, 882574.46637735515832901 1433097.02312176558189094, 882588.23747334652580321 1433094.24748174240812659, 882598.33426695200614631 1433091.48196691414341331, 882600.13622853578999639 1433078.70105871744453907, 882591.84641912975348532 1433070.51078358152881265, 882585.40381508972495794 1433065.96569138974882662, 882585.37364901520777494 1433055.01495799003168941, 882592.70969450590200722 1433050.43190914578735828, 882595.45285697979852557 1433045.86151180369779468, 882595.4252076850971207 1433035.82333524711430073, 882584.39725446701049805 1433034.02857489488087595)))"
98,1601.0786922667176,3,15,"MultiPolygon (((882576.31861389463301748 1433102.49342218460515141, 882564.39724441268481314 1433109.82680484862066805, 882556.16275379026774317 1433121.71286493726074696, 882554.37086742522660643 1433138.14400255214422941, 882558.99140339565929025 1433148.16950020752847195, 882574.61220321140717715 1433149.95159098925068974, 882591.13397799455560744 1433145.34324203059077263, 882596.62782987731043249 1433138.94014377752318978, 882596.59012304036878049 1433125.25175017048604786, 882592.868059535860084 1433107.9232333826366812, 882590.10227736260276288 1433104.28058403800241649, 882576.31861389463301748 1433102.49342218460515141)))"
99,1604.8465012987144,3,15,"MultiPolygon (((882589.35967870475724339 1433168.16227989620529115, 882577.40815562941133976 1433164.54494392708875239, 882565.46668829000554979 1433164.57784678274765611, 882554.45385413221083581 1433168.25845745974220335, 882551.74842840246856213 1433186.51722635445185006, 882552.69969595968723297 1433198.37795428559184074, 882566.50596251874230802 1433208.37812389270402491, 882584.88497436407487839 1433211.06517750723287463, 882589.44515743141528219 1433199.18926899507641792, 882594.91637535113841295 1433184.57315215328708291, 882594.89626371080521494 1433177.27268378157168627, 882589.35967870475724339 1433168.16227989620529115)))"
